",""X1"",""X2""";;;;;;;;
"2233,""This picks up every spec of dust and debris. It encircles dining room chair legs to get that dust that collects by the felt floor protectors. It thoroughly cleaned my door mats. It does my hardwood and hops onto my rugs. I have a high/low pile and it can handle it. I run it twice a week. My floors look polished when it’s done."",""Reviewed in the United States on July 14, 2019""";;;;;;;;
"2234,""The Deebot does a great job, nice unit for the price.  I purchased the unit in September of 2018.  In May of 2019 the main brushed seized up and the unit went into alarm mode.  Upon doing a web search found that this is a somewhat common problem with the unit.  Kudos for Ecovac customer service, they sent a prepaid shipping label to send back since it was under warranty and promptly sent out a new one.  Cannot recommend the unit due to only getting around 8 months of occasional use before total failure.  If the replacement unit goes bad it will not be covered under warranty and I'll have a $200 piece of garbage.  I see that there is a newer version out, maybe they have fixed the issue  causing the failure.  Apparently it was a plastic gear that would break."",""Reviewed in the United States on July 14, 2019""";;;;;;;;
"2235,""It works great on our dark wood floors! Not strong enough suction for medium carpet."",""Reviewed in the United States on July 14, 2019""";;;;;;;;
"2236,""Suction is really poor"",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2237,""For the price, it's ok. The mobile app is terrible. It only works once, and you have to keep on removing and reinstalling the app. Tried on 4 different phones";" Android and IOS."",""Reviewed in the United States on July 13, 2019""";;;;;;;
"2238,""This is the second time we bought this vacuum and it broke in less than a year. If you are going to use it on a regular basis DO NOT buy this vacuum. It does not hold it. Very disappointed!"",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2239,""Should have known when it was one sale for $150 that you get what you pay for. Don’t waste your money. Small bin, flimsy filters, no walls, not even a handle to pick it up with."",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2240,""I bought one that failed within a few months. Contacted customer service and they replaced it right away. The second unit failed even more quickly. Customer service refused to replace it stating that the warranty only applied to the original unit. So, I had two of these units fail within less than a year and I'm out $200.It cleans well for the first couple of weeks. Then the lens covering the forward sensors gets so scratched that the unit can no longer """"see"""" where it's going. So, it rams into everything at full speed. The suction begins to go on it after a few months so that the outtake to the bin is constantly clogged and has to be cleaned out by hand. And it always seems to repeatedly seek out the two places in my house where it gets stuck, multiple times a cleaning session. Sometimes it programs itself to start automatically cleaning in the middle of the night scaring the hell out of me thinking there is an intruder in my house. It's really quite useless.I would never buy another Deebot product again."",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2241,""Very happy with the Deebot, so happy that i bought a second one. A lot more quite than the first two (Brand Name) vacuums I have owned. Definitely would buy it again."",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2242,""Excellent vacuum for the price. I have no complaints whatsoever!"",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2243,""Bought it and only last me 4 months. I try to charging it, and it turns for 3 seconds and then it dies. Not happy. Was ok when working but the life expectancy sucks!"",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2244,""A great product for the $.  It does get stuck on things often.  Under couches, on the base of a floor lamp, etc. but the bot probably vacuums the dust and dirt better than I ever did."",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2245,""So it's just about a year in now and receiving error message and unable to clear.  The """"Main Brush Malfunction"""" error keeps recurring after a few mins in.  Removed and cleaned main brush but error keeps recurring.  Contact Ecovac and they suggested a youtube link.  Followed to the tee (same steps to remove and clean brush) but still same issue.  Customer service was initially helpful but no additional replies for followup help.  Not sure i would recommend if unable to use and lost of investment of just one year of usage."",""Reviewed in the United States on July 13, 2019""";;;;;;;;
"2246,""Purchased because I moved somewhere with tile flooring and didn’t want to be bothered with cleaning up dog hair everyday. Robot has been great with daily/weekly upkeep and can be scheduled to clean when I’m not home!Be careful with the remote though. Apparently it can set the schedule for the vacuum and at some point while moving it got set to 12am. That was fun, and scary, being woken up in the middle of the night by a robo vac. Haha!"",""Reviewed in the United States on July 13, 2019""";;;;;;;;
