",""X1"",""X2""";;;;;;;;;
"1099,""Works pretty good for what it is...just a basic Robo vacuum.  Long genial hair and lab hair get caught in brushes overtime, but is very easy to disassemble, clean brush, and put back together.For what it is, I can’t complain about capacity and other extra cleaning features.  We have hardwood floors and it runs on rugs and door mats just fine.If you can afford to, buy a more advanced unit with the ability to map your house and empty itself."",""Reviewed in the United States on December 16, 2019""";;;;;;;;;
"1100,""This thing is great! Our house is now cleaner than it's ever been, without any effort. It cleans all the places that were hard or impossible to get with our conventional vacuum - under the beds, sofas, chairs, and other low furniture. We have an open floor plan with lots of nooks & crannies, and probably more furniture than most - but it manages to navigate and clean everywhere. It transitions to low pile rugs from hard floor and back without problems.It has all the features we need, and is a great value (we paid $150 on sale). I can't think of any features that we'd want other that it doesn't have. We have not tried it with Alexa yet. Kind of fun to watch it, too.A couple of things to watch out for that we not in the product description:1) The instructions warn against using this with tassled rugs. We have multiple carpets & runners with 2"""" tassles, and it does fine. But we have one in the basement with 2 1/4"""" tassels that does get caught. (These are about o be trimmed)2) The instructions says the dock needs 3' on both sides and 6' in front clear, but ours lives nicely underneath a hutch with about 2' on either side, and the return to home works all the time.Added 12/30/19 - I was never able to get the app to work (needed to get Alexa to work), and now their tech support rep is telling me that """"the app does NOT work with Google Pixel phones. They MIGHT fix it in the future., or might not."""" He suggested that I """"simply go buy an iPhone""""!!! I'm knocking off 2 stars for this uncaring attitude."",""Reviewed in the United States on December 16, 2019""";;;;;;;;;
"1101,""I use it to help keep up with cat litter mess. It works great on litter and fur."",""Reviewed in the United States on December 16, 2019""";;;;;;;;;
"1102,""Love it wish I’d gotten it soon we’ll worth the money works great gets under everything battery lasts a long time always got back home easy to clean"",""Reviewed in the United States on December 16, 2019""";;;;;;;;;
"1103,""I have had this guy for about 4 months, and after trying to love him and make it work, I just can't get over the generally poor performance. I have one pet (a medium-sized dog) and this definitely cannot handle even moderate amounts of fur. Giant balls of hair and dust are left in every room, and I frequently (about 2x er use) have to take out the brush and pull the hair out of it because it stops running and beeps incessantly until it's cleaned. I promise I do not have a particularly dirty house (I do a full floor sweep/mop weekly - this is just for in between). And it's not just an issue with the pet hair. After locking it in a room that my dog is not allowed in, I now have balls of dust everywhere. The cartridge was not full or anything, I think the design just gathers up stuff into a little ball until it can't handle it anymore and it just leaves them (anyone else remember Katamari Damacy? Like that). Anyway, I need to stop writing and vaccum with my upright immediately because it's gross in there.TLDR";" if you want all your home's dust and hair gathered into little balls and left everywhere, get this machine. It's great at that."",""Reviewed in the United States on December 16, 2019""";;;;;;;;
"1104,""I would never buy this product again.  Having the same problem as others, constant beeping and have checked everything.  It is now past warranty and will not be able to get it replaced.  Piece of junk"",""Reviewed in the United States on December 16, 2019""";;;;;;;;;
"1105,""Love this little robot cleaner.  Does an awesome job~!"",""Reviewed in the United States on December 16, 2019""";;;;;;;;;
"1106,""Not a bad product. We have 3 dogs. Does a pretty good job picking up the dog hair. Wish it had more control over how to program  what to clean and how to vaccum your home."",""Reviewed in the United States on December 16, 2019""";;;;;;;;;
"1107,""This thing is awesome! We have all tile floors on our first floor, so we were sweeping all the time. I run this a couple times a week and it picks up more in one run than I can get sweeping for a month. Has a phone app that's easy to use. When the battery gets low, it just goes back to the charger on its own. The less obstacles in its way, the better it cleans. I just put the chairs up on the table and let it go."",""Reviewed in the United States on December 16, 2019""";;;;;;;;;
"1108,""One year 4 months later the front spinner brush died, out of warranty."",""Reviewed in the United States on December 15, 2019""";;;;;;;;;
"1109,""Love my deebot! Alexa ask deebot to start cleaning and off he goes! Even if we sweep first it still finds all the dog hair we missed."",""Reviewed in the United States on December 15, 2019""";;;;;;;;;
"1110,""Stopped charging after 4 months"",""Reviewed in the United States on December 15, 2019""";;;;;;;;;
"1111,""I bought this one only because it's Alexa-enabled. Nowhere in the description or the manufacturer page does it say it works only in the US.Had I known it's not compatible with Costa Rican play store I wouldn't have bought it."",""Reviewed in the United States on December 15, 2019""";;;;;;;;;
