",""X1"",""X2""";;
"844,""We named her Velma ! She is fantastic!! Truly makes my life better !  She does have trouble  re docking occasionally. But over all she is a keeper !"",""Reviewed in the United States on January 10, 2020""";;
"845,""It vacuums great, it's been running for two weeks and still pulling dirt from the carpet, amazed!  Disappointed with the edge detection, it stops on the edge of my steps and gives the error beep.  Also, I cannot get it to work with the app on my android phone.  I have a Deebot 631 and it works perfect with the app.  Reloaded app several time and ran the procedure several times, it says it's connected but when I go back to the app the next day it cannot find the N79S.After 5 months it started running into walls and not detecting them, I contacted Ecovacs, they checked my warranty information and sent a return label via email and replaced the unit without any pressure on my part.  They sent a new N79SE model with no hassle.  Also, this unit works great and stays connected to the APP.  This is a great product for the price and the company is very reliable.  I should probably rate it a five after the quality of the service I received!!!"",""Reviewed in the United States on January 10, 2020""";;
"846,""Works great! Picks up on multi surfaces ."",""Reviewed in the United States on January 10, 2020""";;
"847,""First time user of this type of vaccuum.  It works well.  I let it run around the house while doing other things.Great for picking up pet fur. Doesn't like long hair, gets caught up in the bristles and roller.  Definitely doesn't like my throw rugs around the house.Overall,  does a great job.  Runs for a decent amount of time before recharging."",""Reviewed in the United States on January 9, 2020""";;
"848,""Died shortly after the one year warranty expired."",""Reviewed in the United States on January 9, 2020""";;
"849,""Dumb machine. I was leery about a vacuum that bounces around the room. It sometimes gets stuck in a space bouncing off walls. It turns when there isn’t an obstacle. When it works it works ok but I wouldn’t waste my money again. Or I’d try a higher end version."",""Reviewed in the United States on January 9, 2020""";;
"850,""We like this for our first floor. All hardwood floors and the little robot does well on the area rugs and around the furniture. It picks up a lot of dog hair and dust. I would recommend for lite cleaning."",""Reviewed in the United States on January 9, 2020""";;
"851,""I love this little guy! Very quiet, picks up small  chunks, and lots of dust.  Vacuums for about 1 1/2 hrs before heading back to charging dock."",""Reviewed in the United States on January 9, 2020""";;
"852,""It has been wonderful. I threw itself in our pool, so I had to replace it. I don't use it in the pool room anymore."",""Reviewed in the United States on January 9, 2020""";;
"853,""I love it! I bought one for my mom and one for myself."",""Reviewed in the United States on January 9, 2020""";;
"854,""Vacuum works well for what we needed, but the battery life is terrible. It would run for at least 90 minutes when we 1st got it but now only get about 20 minutes run time after only 18 months of service. I cannot recommend this product because of this."",""Reviewed in the United States on January 9, 2020""";;
"855,""I love this vacuum, it cleans dog hair and keeps my home dust and dirt free."",""Reviewed in the United States on January 9, 2020""";;
"856,""I bought this in November, 2018 and was blown away by how well it cleaned. I loved having it come on every day and lean up all the dirt and pet hair.  But in January, 2019 it had to be replaced under warranty because something went wrong with one of the wheels. Then about a month ago, it suddenly stopped working. I was told it wouldn’t be replaced, because the warranty runs from the date of the original purchase, even though that’s not the robot that is currently broken.  They offered to give me referral for repair.  NO THANKS. Two units, neither of which lasted a year.  I’m buying a different brand, based on Consumer Reports recommendations.By the way, I have a broken robot available for cheap...."",""Reviewed in the United States on January 9, 2020""";;
"857,""I bought it for my son and daughter in law.  They like it but it does not go from tile flooring to carpet."",""Reviewed in the United States on January 9, 2020""";;
"858,""I have owned this for a year. I wouldn't recommend this vacuum to my worst enemy. It does cover the whole floor, the part it does cover, I still have to sweep with my broom. Very disappointed in the vacuum."",""Reviewed in the United States on January 9, 2020""";;
